"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"FBgn0000008",95.1442917575889,-0.040557416980194,0.220039974917409,-0.184318403941907,0.853763677009939,0.949442377049515,"a","43852"
"FBgn0000014",1.05652281859341,-0.0834935878948381,2.07567592268566,-0.0402247706312497,0.967913929500455,NA,"abd-A","42037"
"FBgn0000017",4352.55356876647,-0.25605720095004,0.112229570794101,-2.28154842915517,0.0225160143854182,0.130352672073313,"Abl","45821"
"FBgn0000018",418.61048415965,-0.0646153722685151,0.131349341555857,-0.491935258320553,0.622765112118307,0.859352299998491,"abo","44793"
"FBgn0000024",6.406199980976,0.308954696831526,0.755885877609967,0.408731934254955,0.682736395671682,0.887743684635881,"Ace","41625"
"FBgn0000032",989.720216813761,-0.0483793655885281,0.120853208487793,-0.400315111149199,0.688924439355283,0.890197805104682,"Acph-1","48445"
"FBgn0000037",14.0946362461153,0.45345729124055,0.526660362580115,0.861005162832185,0.389235199577566,0.710864680227363,"mAChR-A","37892"
"FBgn0000042",82207.5770960845,0.301623330000283,0.123780272232523,2.43676415118621,0.0148193413809467,0.0956784887049975,"Act5C","31521"
"FBgn0000043",31162.1624470633,0.608363609525021,0.111429582845495,5.45962386279916,4.77144360743054e-08,1.52083113346132e-06,"Act42A","35526"
"FBgn0000044",27.0137482331592,0.496767021302322,0.40840821899209,1.21634922658582,0.223851916672718,0.557121227584836,"Act57B","37368"
"FBgn0000045",6.49748655242384,0.32537200076593,0.764276248205312,0.425725647669902,0.670307770996124,0.881518274169027,"Act79B","40444"
"FBgn0000046",23.6864638428268,0.621571303451571,0.460072868934809,1.35102794670478,0.176686480589831,0.488913255903944,"Act87E","48632"
"FBgn0000047",9.27431819012927,0.803418462957197,0.663778698963143,1.21037096281061,0.226136578869025,0.558834534172052,"Act88F","41885"
"FBgn0000052",2342.88028633876,-0.171497483528631,0.113621699579543,-1.50937263008085,0.131203583427838,0.410495498215438,"Pfas","33847"
"FBgn0000053",2100.28981569715,0.249193140861898,0.105849828024823,2.3542139416935,0.0185619243601159,0.113922648148628,"Gart","33986"
"FBgn0000054",654.284455190874,-0.120441654209276,0.119532718504348,-1.00760407456888,0.313644572081975,0.653383135143005,NA,NA
"FBgn0000057",682.646276096144,-0.0522388706233562,0.114039191998218,-0.458078224757788,0.646896242494697,0.87000320912096,"adp","37073"
"FBgn0000061",1.57844518449977,0.568741856455866,1.55210080725821,0.366433580728916,0.714041565813924,NA,"al","33208"
"FBgn0000063",404.768019578647,0.236679646251384,0.126687129837153,1.86822170930558,0.061731174003834,0.254340742868272,"Mps1","42126"
"FBgn0000064",7917.1647758766,0.268988751045024,0.0840592093643393,3.19999144744678,0.00137431665647218,0.0146195918270378,"Ald1","43183"
"FBgn0000071",342.246487725455,2.62144935566491,0.157981395703166,16.5934054702897,7.77821632629075e-62,7.41004742017966e-59,"Ama","40831"
"FBgn0000075",2.05242975929599,-0.426353758159828,1.31676307636282,-0.3237892722034,0.746097578592892,NA,"amd","35188"
"FBgn0000077",224.197561054001,-0.0597106557218618,0.160782589537105,-0.371375133923204,0.710358143673526,0.897299248259435,"amx","43869"
"FBgn0000078",29.0159476197304,-1.14501695430644,0.376028759374252,-3.04502495025078,0.00232661007847206,0.0226044025628499,"Amy-d","36932"
"FBgn0000079",159.517803392293,-1.2674098238261,0.184194419695086,-6.88082638944308,5.95063372725946e-12,3.67055637248364e-10,"Amy-p","47764"
"FBgn0000083",5442.63683220394,-0.0589850654036267,0.0983794725193735,-0.59956679877513,0.548794979627043,0.825213636499871,"AnxB9","42492"
"FBgn0000084",1695.91739925996,-0.230684437617856,0.0982157243744341,-2.34875259625845,0.0188364179611482,0.11511293485309,"AnxB10","33019"
"FBgn0000092",12.6131140049369,0.717630979773149,0.538980926485408,1.33145895245808,0.183038042715711,0.499004190220827,"dyw","31252"
"FBgn0000094",21.0902154844003,0.45382464941594,0.463706377887009,0.978689686098133,0.327733329738857,0.665085341817978,"Anp","43595"
"FBgn0000097",3047.79827438529,0.00990000124049338,0.112908371000542,0.0876817294657968,0.930129641460511,0.975064970809068,"aop","33392"
"FBgn0000099",1.6717945514114,-0.432200989445221,1.52380939524641,-0.283631923253323,0.776692470132178,NA,NA,NA
"FBgn0000100",25406.8000084021,-0.211791994821054,0.088310604125803,-2.39826232554525,0.0164730631315359,0.104236194309807,"RpLP0","40451"
"FBgn0000108",50.0740812892028,0.163936260277722,0.339047144010477,0.483520546253756,0.628726174731121,0.862300096699752,"Appl","31002"
"FBgn0000109",132.527246600912,-0.184786303123452,0.233761653257303,-0.790490230320439,0.429241525557832,0.740208535827202,"Aprt","48224"
"FBgn0000114",3.69104692641079,-0.0115051917119308,1.10886526767452,-0.0103756444063391,0.991721582054198,NA,"bru1","34648"
"FBgn0000115",572.477385138436,0.0568289889868872,0.121052947654002,0.469455639769449,0.638743985823208,0.867215409162733,"Arl1","39745"
"FBgn0000116",658.401186017792,1.19422563140812,0.144103573597402,8.28727283852487,1.15874622582648e-16,1.24188626752953e-14,"Argk","39041"
"FBgn0000117",10812.6755571224,0.113962468706584,0.0863748443568717,1.3193942004194,0.187037359645341,0.505248368493747,"arm","31151"
"FBgn0000119",643.493058060137,-0.11791114958278,0.117857374720407,-1.0004562706619,0.317089749951812,0.656446266452775,"arr","44279"
"FBgn0000121",9.08014558137973,0.178185721793488,0.644304114854072,0.276555306237405,0.782121586986792,0.923213882395425,"Arr2","38993"
"FBgn0000139",647.185703924521,-0.396337358227088,0.115469142712399,-3.43240929062973,0.00059824396882929,0.00730943807287435,"ash2","42936"
"FBgn0000140",945.991217711094,0.116712431471614,0.118732722283488,0.98298454905253,0.3256150431707,0.662668734902821,"asp","42946"
"FBgn0000142",1905.90455042107,-0.109454739207161,0.103533017912796,-1.05719645204733,0.290421938734068,0.630239864010606,NA,NA
"FBgn0000146",1576.30805874511,0.502619994241718,0.0983449662540148,5.11078516152522,3.20822654863765e-07,9.29301838784433e-06,"aub","34524"
"FBgn0000147",415.444890279629,0.414997894481999,0.138277064868187,3.00120554972436,0.00268912973838732,0.0254207258841598,"aurA","41446"
"FBgn0000150",8947.96433922446,0.226017038204279,0.1011302516111,2.23491027267919,0.0254232400154363,0.140813216984723,"awd","43739"
"FBgn0000152",510.941216667029,0.108923972757712,0.132253132389337,0.823602214857592,0.410165617074703,0.726694537822898,"Axs","32645"
"FBgn0000153",24.8033255092442,-0.273106498416962,0.40343652692708,-0.676950350770607,0.498437456139287,0.793361064353802,"b","34791"
"FBgn0000158",6.04262001837338,0.245997011705951,0.770943923363411,0.319085479826776,0.749661694031821,0.911586918824115,"bam","43038"
"FBgn0000163",896.117714488567,-0.157780851552233,0.122645852662231,-1.28647523032649,0.198277257966158,0.522121993182382,"baz","32703"
"FBgn0000166",8.04623022031259,-0.177587164257634,0.705910360160077,-0.25157183444278,0.801372031407134,0.929890891498818,"bcd","40830"
"FBgn0000171",6836.94909372571,-0.0865270625744491,0.103526615442471,-0.83579533827735,0.403270049491976,0.720410938555454,NA,NA
"FBgn0000173",1545.75930144852,0.162194626375558,0.112651738106692,1.43978805033567,0.149927373004278,0.446967070980069,"ben","32358"
"FBgn0000180",27.4074326989713,0.312879300805211,0.389144100129364,0.804019129934643,0.421385927032855,0.734043668910951,"bib","34330"
"FBgn0000181",13451.716768479,-0.166944121458885,0.0971725705688111,-1.71801693092668,0.0857935271201313,0.318852926540098,"bic","45827"
"FBgn0000182",3.81792610060926,-0.396723425417217,0.967218820010284,-0.410169257679455,0.681681790627161,NA,"BicC","34946"
"FBgn0000183",2642.62990426784,-0.00596009845709558,0.08897386492907,-0.0669870693135223,0.946591997270439,0.981174175448104,"BicD","35051"
"FBgn0000210",1573.19737978274,-0.0149318998618172,0.120846818512344,-0.123560554143111,0.901663226311461,0.966357562799308,NA,NA
"FBgn0000212",3287.44470109952,0.0799589438777913,0.0976769496210022,0.818606070194056,0.413011202585352,0.728034138767846,"brm","39744"
"FBgn0000221",208.619571128952,-0.288977266428808,0.156925795736099,-1.84148989064092,0.0655498007008451,0.26433647963757,"brn","31358"
"FBgn0000228",781.163723983587,-0.127659077548979,0.118273095690946,-1.07935855405831,0.280427919487488,0.620939604527371,"Bsg25D","33757"
"FBgn0000229",907.472940074548,-0.0622450332125911,0.116949151900864,-0.532240141983718,0.59455968390896,0.849596040503983,"bsk","44801"
"FBgn0000233",5.1570565417054,-0.73820659500112,0.885720256023722,-0.833453440836007,0.404589045853683,0.721344661915051,"btd","31912"
"FBgn0000239",2481.47544462585,-0.0223628047187723,0.0955693963672564,-0.233995458471203,0.814988504419134,0.935216610876159,"bur","45830"
"FBgn0000241",8.27991934490019,-0.0116947504098387,0.738305789376703,-0.015839981994062,0.98736205141323,0.996075094577836,"bw","37724"
"FBgn0000242",160.669022971663,0.137415542555904,0.172187160572035,0.798059170610553,0.424836153643402,0.73720809175036,NA,NA
"FBgn0000244",510.181336818746,-0.39857729121339,0.132052456639209,-3.01832545457579,0.00254175774454769,0.0242954636585863,"by","41144"
"FBgn0000246",176.406999887938,0.288165159497305,0.182482511676814,1.57913849852999,0.114304292893795,0.376940387412078,"c(3)G","47765"
"FBgn0000247",2662.76541830682,-0.19850833093979,0.0988668421300546,-2.00783525257803,0.0446608013793991,0.205209920164506,"ca","43518"
"FBgn0000250",2251.31341034528,-0.116501691630563,0.101119688008346,-1.15211680262451,0.249273079381191,0.588070808682484,"cact","34969"
"FBgn0000251",1.97494655366622,0.328448921277298,1.30779502297105,0.251147095307892,0.801700385648653,NA,"cad","35341"
"FBgn0000253",10292.2480556514,0.145290634119428,0.0825086197806377,1.76091461117282,0.0782528565283078,0.299861638887451,"Cam","36329"
"FBgn0000256",2184.38418658361,-0.471166840672101,0.114980234901087,-4.09780725424181,4.17082346808824e-05,0.000743464457700386,"capu","33611"
"FBgn0000257",753.281306805739,0.00351805119014142,0.105664879224018,0.0332944230474429,0.973439801059357,0.9907731308503,"car","32947"
"FBgn0000258",1079.54960823279,0.160323056899832,0.119816119651195,1.33807585629179,0.180871710264489,0.495778146997354,NA,NA
"FBgn0000259",2030.20731415353,0.0202544812451866,0.112413155800686,0.180178922128108,0.857012105324214,0.950569357591459,"CkIIbeta","32132"
"FBgn0000261",1903.17041403306,-0.202437894939463,0.0983612368144747,-2.05810644005314,0.039579916951414,0.190865133825323,"Cat","40048"
"FBgn0000273",2102.20955550439,-0.121923566402634,0.133350394775172,-0.914309752199805,0.360554107675294,0.692360788176477,"Pka-C1","34284"
"FBgn0000276",69.4954404571978,0.399464763018248,0.302203382505456,1.32184080703013,0.186221166663814,0.5039963014443,"CecA1","43596"
"FBgn0000277",31.9804361333087,-0.321927799697045,0.449089024511805,-0.716846286873758,0.47346894766506,0.776050995465537,"CecA1","43596"
"FBgn0000278",44.7021165411534,-0.625797398448099,0.309547028317052,-2.02165532601117,0.043211972104229,0.200921609990054,"CecB","43598"
"FBgn0000279",98.3128171622255,0.536624965478979,0.217029531767911,2.47258961076707,0.0134138079881859,0.0893628513525301,"CecC","43599"
"FBgn0000283",3526.25121945621,-0.095675231567176,0.103677243057906,-0.922818052884947,0.356102031281358,0.689992952814997,"Cp190","41848"
"FBgn0000286",484.866177021058,-0.544420077751067,0.130102946033527,-4.18453305131747,2.85752871346722e-05,0.000529167412295204,"Cf2","33692"
"FBgn0000289",3448.74052161824,-0.197434405088116,0.0965168082659557,-2.04559608461231,0.0407961270122342,0.19421765297218,"cg","36571"
"FBgn0000299",50847.9195970174,0.593589274615541,0.10004140597183,5.93343594933766,2.96659762485392e-09,1.13551821587042e-07,"Col4a1","33727"
"FBgn0000303",2.69199776092852,0.780681573206095,1.18180499638974,0.660584085861013,0.508879077579215,NA,"ChAT","42249"
"FBgn0000307",1642.79854032987,-0.0181210532656126,0.125802176049393,-0.14404403671442,0.885465695942473,0.960868253505087,"chif","34974"
"FBgn0000308",16757.7888726297,0.090637844787606,0.105249069858276,0.86117478196867,0.389141786978778,0.710864680227363,"chic","33834"
"FBgn0000313",58.3923604861479,0.0215135175707327,0.259390708620199,0.0829386591569587,0.933900314357053,0.976138156198631,NA,NA
"FBgn0000316",1.90673089405662,0.143361717433401,1.51160274017998,0.094840868981444,0.924441224406223,NA,"cin","30973"
"FBgn0000317",1436.6674748145,-0.0400111534558645,0.107754441542502,-0.371317904701708,0.710400763696333,0.897299248259435,"ck","34882"
"FBgn0000318",906.748950178166,0.229699506135525,0.127368552471355,1.80342401384505,0.0713216490722953,0.282584019938013,"cl","43938"
"FBgn0000319",14032.9098465274,0.0127066768066728,0.108823570065637,0.116764013522151,0.907047061678754,0.96837523432121,"Chc","32537"
"FBgn0000326",269.36647668485,0.171985057274391,0.147573104978266,1.16542277334153,0.24384790346651,0.581597560332376,"clt","117300"
"FBgn0000330",227.229926937901,-0.188345382654516,0.17030578737696,-1.1059247342994,0.268759098012373,0.609414296690063,"cm","31647"
"FBgn0000337",25.3296118158632,-0.0192861965316804,0.392901111400388,-0.0490866428525491,0.960850248035421,0.986626350497688,"cn","35724"
"FBgn0000338",1832.90071304464,0.169607951956104,0.140876336008526,1.20394919943005,0.228609214038443,0.561149556589068,NA,NA
"FBgn0000339",565.943870669572,0.0555215986521872,0.130508913013114,0.425423807235358,0.670527753988334,0.881518274169027,"cni","34967"
"FBgn0000346",94.0122418329444,0.660645032649117,0.22627770643213,2.91962050997398,0.00350457863926107,0.0315964850189531,"comt","47091"
"FBgn0000351",34.3179424319261,0.359540681701192,0.342214546939669,1.05062945136747,0.293428809129654,0.632443089360898,"cort","33937"
"FBgn0000352",837.42414547209,0.0366312332008522,0.110489528467376,0.331535790847981,0.740239810945571,0.907906050977672,"cos","35653"
"FBgn0000357",3.41206146108225,0.36893968370648,1.01057906990654,0.365077503277997,0.715053553424032,NA,"Cp18","38998"
"FBgn0000363",3.19834437892433,-0.0379808085471182,1.07079891857067,-0.0354695992762264,0.971705287378157,NA,NA,NA
"FBgn0000370",11183.2325638459,-0.0642280345962733,0.0889809762585014,-0.721817598513219,0.470406628134923,0.773965932105838,"crc","47767"
"FBgn0000376",1250.22169789731,0.0432229871048736,0.101650278854775,0.425212676166143,0.670681644281146,0.881518274169027,"crm","31268"
"FBgn0000377",892.781656676872,0.0568352108713023,0.103599312956382,0.548606059725814,0.58327582636322,0.844622012369236,"crn","31208"
"FBgn0000382",733.166347565048,-0.135885652169564,0.13248161940044,-1.02569437771465,0.305035665318713,0.64609085831093,"csw","45278"
"FBgn0000384",598.769742502085,0.0490513429966274,0.146375829029535,0.33510548375258,0.737545516354692,0.907845691026245,"cta","3355131"
"FBgn0000392",1080.22501007295,0.455174050069236,0.108276636171997,4.20380671363113,2.62463087229015e-05,0.000489208371717733,"cup","33934"
"FBgn0000394",621.776498609087,-0.21730108281726,0.117028587864223,-1.85682051525199,0.0633366939597416,0.258553256150296,"cv","44510"
"FBgn0000395",496.868748925582,-0.382836911171564,0.179235683498385,-2.13594136892397,0.0326841930904878,0.167504047554,"cv-2","45280"
"FBgn0000404",2429.43691671892,0.0820251948161731,0.0946620323750074,0.866505744258975,0.386212877650237,0.709051565101366,"CycA","39340"
"FBgn0000405",2318.16095763606,0.549462445486837,0.107733320250447,5.10020896236657,3.39278700913943e-07,9.76166302562467e-06,"CycB","37618"
"FBgn0000406",265.504534086402,-2.07542043020377,0.222764047437841,-9.31667589126064,1.20042235941152e-20,1.94196628482912e-18,"Cyt-b5-r","35008"
"FBgn0000409",4201.57495445841,-0.120229199416197,0.10405552295844,-1.15543313798171,0.247913098253045,0.586948754823927,NA,NA
"FBgn0000412",2799.13258448947,0.234715072965593,0.106041591640168,2.21342465098085,0.0268683827081809,0.146111443520534,"D1","41095"
"FBgn0000413",2709.40938940049,-0.0544831851030425,0.104287369396004,-0.522433209492099,0.601368738624977,0.852994671028021,NA,NA
"FBgn0000414",2340.49059884155,-0.239800589351624,0.100970783393574,-2.37495027068281,0.0175513146518959,0.109603038474403,"Dab","39866"
"FBgn0000416",38598.0769091585,-0.377626910895261,0.0803462847794024,-4.69999218921034,2.60171441639033e-06,6.52254368600313e-05,"Sap-r","43662"
"FBgn0000422",6.74265328273015,0.442682760154426,0.739715157725262,0.598450302837844,0.549539509833835,0.825628690226415,"Ddc","35190"
"FBgn0000426",698.175330980274,0.229089824978216,0.130952654965817,1.74940954834414,0.080220251549858,0.304475645293908,"SmF","36314"
"FBgn0000442",3.5897139674292,0.29125010524254,1.0196533428218,0.28563639524442,0.77515662489717,NA,"Pkg21D","33253"
"FBgn0000447",619.766706055603,0.533012979160416,0.119712126805107,4.45245601582343,8.48936337912733e-06,0.000185683167379178,"Dhod","41022"
