	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0000003	-2.03857646091818	-2.04010004832613	-2.03669544914551	-2.03718515611445	-2.03979191571869	-2.03722762201333	-2.03082203035366
FBgn0000008	6.47505172916433	6.53061711652502	6.67851144324386	6.55232483654223	6.50376934943619	6.67400668972097	6.49832733468197
FBgn0000014	0.218069345449194	0.159681142652925	0.154866253759761	0.154061755053306	0.190999445754724	0.153993455122864	0.153517543007483
FBgn0000015	-0.303457249737641	-0.284586204180579	-0.28028280838707	-0.263943196548001	-0.293691579287836	-0.301798588994436	-0.302187231590468
FBgn0000017	12.0311775331686	12.1818871982588	12.290792164218	12.0508191676697	11.9644349363353	12.0180086090174	12.0112345572741
FBgn0000018	8.86989523556642	8.71834617439188	8.62834412667378	8.69572327436844	8.74978097862147	8.65831548117241	8.61262496094008
FBgn0000022	-2.03787953250632	-2.03528585438869	-2.03693815167826	-2.03718323294709	-2.03848782526832	-2.03720448564929	-2.03735489080509
FBgn0000024	2.71677482643785	2.67845443016088	2.66079183133452	2.65132549108856	2.67820032460694	2.71832432517249	2.67748710934854
FBgn0000028	-1.21676321668503	-1.20751087030337	-1.21278541763721	-1.21382100707001	-1.21752228886226	-1.19972928960467	-1.20036482568921
FBgn0000032	10.1630277505588	9.91785510500785	9.91082237664349	9.86336520166648	9.98835318607264	9.8817717693681	9.87701736900208
FBgn0000036	-0.648047137141516	-0.666386135058684	-0.672097669780435	-0.673364991045713	-0.665470254510822	-0.673474889291215	-0.657211299236663
FBgn0000037	3.79406631621901	3.80402128485431	3.80313496070436	3.71587797141176	3.77982778226075	3.85492394666167	3.87909254112716
FBgn0000038	0	0	0	0	0	0	0
FBgn0000039	-1.21676321668503	-1.20751087030337	-1.21278541763721	-1.21382100707001	-1.21752228886226	-1.19972928960467	-1.20036482568921
FBgn0000042	16.3951913281826	16.1431345724028	16.1881639523899	16.1898823967394	16.2731697334643	16.4966320757344	16.4958688992556
FBgn0000043	14.8615025496318	14.6480301141279	14.709564865328	14.7019070721392	14.9999836524134	15.1699947293283	15.1693810546319
FBgn0000044	4.6546717509062	4.84332773629049	4.71446089883199	4.65143184753049	4.88348191179923	4.84604823410033	4.66995595358613
FBgn0000045	2.74973888393853	2.75845278546088	2.66877289160625	2.7319918434707	2.76093114331954	2.71407507572831	2.73922273661546
FBgn0000046	4.38518958243225	4.59875664548642	4.51026229783462	4.4937222802077	4.64892298234459	4.71257716072096	4.4579148956588
FBgn0000047	3.18715843721201	3.26714655389395	3.19441977173843	3.18171518836068	3.36488611651602	3.26242923449389	3.17309074715523
FBgn0000052	11.301903217322	11.0550294592476	11.247425478662	11.277222691872	11.028029480904	11.2193668907649	11.1734729793467
FBgn0000053	10.9799482431181	10.803707972112	10.9770831581313	11.0290727760646	10.9871799111499	11.2075229508251	11.1787264122931
FBgn0000054	9.47231149576616	9.30766032690485	9.38977149608825	9.34608471071525	9.28698662325924	9.31406619057086	9.3376707920966
FBgn0000055	-2.03794249651112	-2.03877300635223	-2.03691715409866	-2.03718409412116	-2.03494952515653	-2.037207242348	-2.03737106211222
FBgn0000056	0	0	0	0	0	0	0
FBgn0000057	9.44290638295943	9.35798649064344	9.41655304330808	9.45394820826856	9.30455376672155	9.46467404452632	9.44286564997313
FBgn0000061	0.58753170712726	0.594894990917684	0.612600915642105	0.646678568746796	0.628443917209474	0.609403721319425	0.607652198786599
FBgn0000063	8.67144700514402	8.66599314494534	8.52631517778332	8.56579675116885	8.74295354539787	8.73366935055692	8.69297461139369
FBgn0000064	12.8171495557656	12.8268969765883	12.9241500981864	12.8865060803321	12.9554264571645	13.0733357129609	13.1099421547629
FBgn0000071	7.23718740509706	7.41521981834548	7.50105085936873	7.53003927452301	8.71475878741449	8.81305839924864	8.87005761406551
FBgn0000075	1.01874504450615	1.05000322897783	1.05061270084705	1.04564835911593	1.04398932971734	1.02704299384129	1.02509579928582
FBgn0000077	7.87924941588727	7.7867079021994	7.71007598965213	7.88416200696253	7.7462250686609	7.78751954908964	7.84119823013995
FBgn0000078	4.85177788181058	4.79568055486228	4.90003227343606	4.9976577525143	4.59135493255802	4.7450981932227	4.73597854219834
FBgn0000079	7.10085284379691	7.1680750830465	7.69090163008171	7.58573394151419	6.60450215671124	7.0343851132844	7.12561506337933
FBgn0000083	12.4175240417681	12.2853384168978	12.4244469331176	12.4996040306112	12.246066928394	12.4650467353822	12.4860567068025
FBgn0000084	10.6845205116375	10.5965447090644	10.8539784376262	10.8720495448767	10.450761101907	10.7702433505361	10.757384498553
FBgn0000092	3.57577883956344	3.56810274576276	3.6191360453069	3.64850819416379	3.70311810330671	3.6774202699071	3.67665133217598
FBgn0000094	4.31469486865008	4.30676377342963	4.48890317435363	4.2607361285655	4.50587415109153	4.37807998374515	4.37149653944481
FBgn0000097	11.4641107219349	11.6466266743104	11.6691986999133	11.4843386700063	11.6128407118002	11.5792859918001	11.5288369688377
FBgn0000099	0.686330941276205	0.689251696771102	0.737584488811991	0.694234364201636	0.712674386619637	0.693977707769053	0.674429909170613
FBgn0000100	14.5960872521229	14.605381744932	14.6870549757019	14.7849095671291	14.4243809807772	14.6630438843778	14.6139662697361
FBgn0000108	5.30638414413135	5.65324202095869	5.7390404152334	5.62483308789512	5.63367347146665	5.66110080946456	5.66253654760016
FBgn0000109	7.31705431384238	6.93885116156398	6.90936859261666	7.10789360746484	7.18108527827081	6.82289768662389	6.88987255549498
FBgn0000114	1.82489319977878	1.93994403781246	1.91318352684439	1.85037563749812	1.88199134961963	1.86798651862731	1.89762473993612
FBgn0000115	9.17662891741905	9.15013587287134	9.08725941956878	9.15762076873119	9.10972743641459	9.17505812284736	9.2556136867208
FBgn0000116	8.93218911487227	8.84529355165943	9.03152980715207	8.88730338603741	9.35713345889896	9.85471435442929	9.71620351983557
FBgn0000117	13.3061867659897	13.315328107757	13.3995486159125	13.398451236946	13.3113180673514	13.5212210297198	13.5107240872752
FBgn0000119	9.39291290422444	9.24359326252594	9.37737626782759	9.3937576857452	9.28068766615202	9.31524601713137	9.282137156124
FBgn0000120	0	0	0	0	0	0	0
FBgn0000121	3.20063546794023	3.25154531357832	3.20687603347678	3.15768925566752	3.27594671992551	3.1900218498934	3.16508861652108
FBgn0000137	-2.03794249651112	-2.03877300635223	-2.03691715409866	-2.03718409412116	-2.03494952515653	-2.037207242348	-2.03737106211222
FBgn0000139	9.45225544199976	9.43655292578454	9.33410341746716	9.46829486993212	9.19583765403127	9.18117452026125	9.21653344745696
FBgn0000140	9.99060176733312	9.90407143888061	9.82231512549471	9.72330367449122	9.95658540410503	9.96625453524862	9.7899991366154
